"producto_id","nombre","precioNormal","stock","marca","familia","activo"
"69db27c72b56cc0c1597f780","4x4 aceite para barba","120","33","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27c82b56cc0c1597f787","4X4 Gel para afeitar menta 1kg","160","30","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27c82b56cc0c1597f790","4x4 Guantes nitrilo negros","35","42","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f78b","1"
"69db27c92b56cc0c1597f799","4x4 maquina inalambrico plastico G oferta de 4 pz.","850","37","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27c92b56cc0c1597f7a0","4x4 minoxidil","180","48","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27c92b56cc0c1597f7a9","4X4 oferta combo barber de 5 pz.","950","33","69db27c72b56cc0c1597f778","69db27c92b56cc0c1597f7a4","1"
"69db27ca2b56cc0c1597f7b0","4x4 papel cuello blanco de 5 pz.","120","42","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f78b","1"
"69db27ca2b56cc0c1597f7b9","4x4 Pomada azul 100g","80","43","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27ca2b56cc0c1597f7c0","4x4 Aceite Para Cortadoras 118ml.","75","36","69db27c72b56cc0c1597f778","69db27c92b56cc0c1597f7a4","1"
"69db27cb2b56cc0c1597f7c7","4x4 Aftershave Amarillo 400ml.","130","37","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27cb2b56cc0c1597f7ce","4x4 Aftershave King Blue 400ml","130","40","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27cb2b56cc0c1597f7d5","4X4 Aftershave Power Green 400ml.","130","30","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27cc2b56cc0c1597f7dc","4X4 Aftershave Power Gold 400ml.","130","34","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27cc2b56cc0c1597f7e3","4x4 Aftershave Rojo 400ml.","130","31","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27cc2b56cc0c1597f7ec","4x4 Balsamo Cubre Canas 100g.","110","47","69db27c72b56cc0c1597f778","69db27cc2b56cc0c1597f7e7","1"
"69db27cd2b56cc0c1597f7f3","4x4 Balsamo Negro Liquido","95","34","69db27c72b56cc0c1597f778","69db27cc2b56cc0c1597f7e7","1"
"69db27cd2b56cc0c1597f7fa","4x4 Cera en Polvo Volumizador Amarillo","110","48","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27cd2b56cc0c1597f801","4x4 cera gel kg.","160","39","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27ce2b56cc0c1597f808","4x4 Cera Gel 280g.","65","48","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27ce2b56cc0c1597f80f","4x4 Cera Rosa 100ml.","65","36","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27ce2b56cc0c1597f816","4x4 Cera Rosa 200ml.","110","31","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27cf2b56cc0c1597f81d","4x4 Cera Telaraña 100ml.","75","46","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27cf2b56cc0c1597f824","4X4 Combo Maquina platinum Clipper/Trimmer","1800","34","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27d02b56cc0c1597f82b","4X4 Combo pow 5 pz.","1200","39","69db27c72b56cc0c1597f778","69db27c92b56cc0c1597f7a4","1"
"69db27d02b56cc0c1597f832","4x4 Cuchilla Platino trimer DLC","350","40","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27d02b56cc0c1597f839","4x4 Cuchilla DLC","350","43","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27d12b56cc0c1597f840","4X4 Cuchilla Normal","280","33","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27d12b56cc0c1597f847","4x4 Cuchilla Trimer","280","38","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27d12b56cc0c1597f84e","4x4 Desinfectante Antibacterial 250ml.","85","46","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27d22b56cc0c1597f855","4x4 Enfriador de Maquinas 400g.","140","40","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27d22b56cc0c1597f85e","4X4 Exfoliante facial","90","46","69db27c72b56cc0c1597f778","69db27d22b56cc0c1597f859","1"
"69db27d22b56cc0c1597f865","4x4 gel afeitar 955kg. blanco","140","35","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27d32b56cc0c1597f86c","4x4 Gel 500g.","80","35","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27d32b56cc0c1597f873","4x4 gel afeitar 955kg azul","140","49","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27d32b56cc0c1597f87a","4X4 Gel Cubre Cana 315gr.","110","35","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27d42b56cc0c1597f881","4x4 Gel Para Afeitar Citrico 485ml.","85","48","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27d42b56cc0c1597f888","4x4 Gel Para Afeitar Menta 485ml.","85","31","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27d42b56cc0c1597f88f","4x4 Goma 280ml.","70","48","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27d52b56cc0c1597f896","4x4 guantes vinil nitrilo","160","42","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f78b","1"
"69db27d52b56cc0c1597f89d","4x4 maquina de corte trimmer inalambrico metalica","900","33","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27d52b56cc0c1597f8a4","4X4 Maquina inalambrica clipper heavy duty metalica G.","1200","45","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27d62b56cc0c1597f8ab","4x4 Maquina platino 10000 RPM","1500","43","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27d62b56cc0c1597f8b2","4X4 Maquina Platinum Clipper","1400","49","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27d62b56cc0c1597f8b9","4X4 Maquina Platinum Trimmer","1400","45","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f794","1"
"69db27d72b56cc0c1597f8c0","4x4 Mascarilla Capilar Open Secret","120","37","69db27c72b56cc0c1597f778","69db27cc2b56cc0c1597f7e7","1"
"69db27d72b56cc0c1597f8c9","4x4 matizante violeta","95","40","69db27c72b56cc0c1597f778","69db27d72b56cc0c1597f8c4","1"
"69db27d82b56cc0c1597f8d2","4x4 navaja platinum","45","42","69db27c72b56cc0c1597f778","69db27d72b56cc0c1597f8cd","1"
"69db27d82b56cc0c1597f8d9","4x4 oferta cera pasta y pomada 3pz.","200","37","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27d82b56cc0c1597f8e0","4x4 Off-Road Crecimiento de Barba 60g.","150","31","69db27c72b56cc0c1597f778","69db27c72b56cc0c1597f77b","1"
"69db27d92b56cc0c1597f8e7","4x4 papel cuello blanco rollo","35","32","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f78b","1"
"69db27d92b56cc0c1597f8ee","4x4 papel cuello negro un rollo","35","40","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f78b","1"
"69db27d92b56cc0c1597f8f5","4x4 papel cuello negro 5 pz","150","47","69db27c72b56cc0c1597f778","69db27c82b56cc0c1597f78b","1"
"69db27da2b56cc0c1597f8fc","4x4 Pasta Dorada 100g.","80","32","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27da2b56cc0c1597f903","4x4 Pasta Dorada 200g.","140","35","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27da2b56cc0c1597f90a","4x4 Polvo Volumizador Seco Negro","110","47","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27db2b56cc0c1597f911","4x4 Pomada Azul 200g","140","41","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27db2b56cc0c1597f918","4x4 Pomada Extrafirme Verde 100g.","80","45","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27db2b56cc0c1597f91f","4x4 Pomada Extrafirme Verde 200g.","140","30","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27dc2b56cc0c1597f926","4x4 Pomada Gris 100ml.","80","49","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27dc2b56cc0c1597f92d","4x4 Pomada Gris 200ml.","140","38","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27dc2b56cc0c1597f934","4x4 Pomada Roja 200g","140","38","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27dd2b56cc0c1597f93b","4x4 shampoo matiz negro 300ml.","110","33","69db27c72b56cc0c1597f778","69db27cc2b56cc0c1597f7e7","1"
"69db27dd2b56cc0c1597f942","4x4 shampoo cbd bergamota 500ml.","110","44","69db27c72b56cc0c1597f778","69db27cc2b56cc0c1597f7e7","1"
"69db27dd2b56cc0c1597f949","4x4 shampoo cbd minoxidi 500ml.","110","47","69db27c72b56cc0c1597f778","69db27cc2b56cc0c1597f7e7","1"
"69db27de2b56cc0c1597f950","4x4 shampoo cervesa azul","110","30","69db27c72b56cc0c1597f778","69db27cc2b56cc0c1597f7e7","1"
"69db27de2b56cc0c1597f957","4x4 spray","90","42","69db27c72b56cc0c1597f778","69db27ca2b56cc0c1597f7b4","1"
"69db27de2b56cc0c1597f95e","4x4 Talco Invencible","85","33","69db27c72b56cc0c1597f778","69db27c92b56cc0c1597f7a4","1"
"69db27df2b56cc0c1597f965","4x4 Talco Ultra Fino","85","40","69db27c72b56cc0c1597f778","69db27c92b56cc0c1597f7a4","1"
"69db27df2b56cc0c1597f970","Aashta clip metalico o sojetador","45","48","69db27df2b56cc0c1597f968","69db27df2b56cc0c1597f96b","1"
"69db27e02b56cc0c1597f979","aashta kit 2 pz.","650","41","69db27df2b56cc0c1597f968","69db27df2b56cc0c1597f974","1"
"69db27e02b56cc0c1597f980","aashta ps -807","250","37","69db27df2b56cc0c1597f968","69db27df2b56cc0c1597f974","1"
"69db27e02b56cc0c1597f987","aashta tijera ps154","250","40","69db27df2b56cc0c1597f968","69db27df2b56cc0c1597f96b","1"
"69db27e12b56cc0c1597f98e","Aashta Tijera Cocodrilo","280","38","69db27df2b56cc0c1597f968","69db27df2b56cc0c1597f96b","1"
"69db27e12b56cc0c1597f995","Aashta tijeras negro no. 7","250","41","69db27df2b56cc0c1597f968","69db27df2b56cc0c1597f96b","1"
"69db27e12b56cc0c1597f99c","aashta tijeras ps817","250","44","69db27df2b56cc0c1597f968","69db27df2b56cc0c1597f96b","1"
"69db27e22b56cc0c1597f9a7","Ablandador De Canas Waving","65","43","69db27e12b56cc0c1597f99f","69db27e22b56cc0c1597f9a2","1"
"69db27e22b56cc0c1597f9b2","Aceite De Hueso De Mamey Para Pestañas.","40","32","69db27e22b56cc0c1597f9aa","69db27e22b56cc0c1597f9ad","1"
"69db27e32b56cc0c1597f9bb","Aceite Fortalezador Argan/Mamey","40","37","69db27e22b56cc0c1597f9aa","69db27e22b56cc0c1597f9b6","1"
"69db27e32b56cc0c1597f9c6","Aceite Para Cuticula Touche Frambuesa","55","46","69db27e32b56cc0c1597f9be","69db27e32b56cc0c1597f9c1","1"
"69db27e42b56cc0c1597f9d1","ACETONA ORGANIC 120 ML","65","30","69db27e32b56cc0c1597f9c9","69db27e32b56cc0c1597f9cc","1"
"69db27e42b56cc0c1597f9dc","acetona pura arys grande","85","39","69db27e42b56cc0c1597f9d4","69db27e42b56cc0c1597f9d7","1"
"69db27e42b56cc0c1597f9e5","Acetona Pura Chica (frasco hidra)","30","37","69db27e22b56cc0c1597f9aa","69db27e42b56cc0c1597f9e0","1"
"69db27e52b56cc0c1597f9ec","Acetona Pura Mediana arys","50","43","69db27e42b56cc0c1597f9d4","69db27e42b56cc0c1597f9d7","1"
"69db27e52b56cc0c1597f9f3","Acetona Pura Touche 980ml","120","36","69db27e32b56cc0c1597f9be","69db27e32b56cc0c1597f9c1","1"
"69db27e52b56cc0c1597f9fa","Acetona quinta esmalte 98(60 ml)","25","45","69db27e22b56cc0c1597f9aa","69db27e42b56cc0c1597f9e0","1"
"69db27e62b56cc0c1597fa01","Acetona Touche 225ml.","45","47","69db27e32b56cc0c1597f9be","69db27e32b56cc0c1597f9c1","1"
"69db27e62b56cc0c1597fa0a","acondicionador artesanal","60","34","69db27e22b56cc0c1597f9aa","69db27e62b56cc0c1597fa05","1"
"69db27e72b56cc0c1597fa11","Acondicionador Diamante 250ml.","60","34","69db27e22b56cc0c1597f9aa","69db27e62b56cc0c1597fa05","1"
"69db27e72b56cc0c1597fa18","acrílico cristal organic 50 gramos 1.76 oz","180","49","69db27e32b56cc0c1597f9c9","69db27e32b56cc0c1597f9cc","1"
"69db27e72b56cc0c1597fa1f","acrílico organic blanco (white)","180","31","69db27e32b56cc0c1597f9c9","69db27e32b56cc0c1597f9cc","1"
"69db27e82b56cc0c1597fa26","Acrílico Zodiaco","90","30","69db27e22b56cc0c1597f9aa","69db27e42b56cc0c1597f9e0","1"
"69db27e82b56cc0c1597fa2d","Acrílico Eteri Organic","150","45","69db27e32b56cc0c1597f9c9","69db27e32b56cc0c1597f9cc","1"
"69db27e82b56cc0c1597fa34","Acrílicos De Colores Touche diamonds","90","42","69db27e32b56cc0c1597f9be","69db27e32b56cc0c1597f9c1","1"
"69db27e92b56cc0c1597fa3b","Acrylic sterilizador agrílico","150","38","69db27e22b56cc0c1597f9aa","69db27e22b56cc0c1597f9b6","1"
"69db27e92b56cc0c1597fa44","Activador para Gel en Frio Touche","80","49","69db27e32b56cc0c1597f9be","69db27e92b56cc0c1597fa3f","1"
"69db27e92b56cc0c1597fa4b","Adesivo para extenciones Pestañas","65","43","69db27e22b56cc0c1597f9aa","69db27e22b56cc0c1597f9ad","1"
